NAME,HT,WT,CLASS,HOMETOWN,STATE,SCHOOL,GPA,CRIMES,INJURIES,SCHOOLID,MAJOR
Marcus Newby,73,235,SR,North Potomac,MD,Nebraska,2.73,0,8,450437019,Sports Management
Avery Anderson,73,180,SO,Surprise,AZ,Nebraska,2.44,0,4,917053088,Economics
Jaevon McQuitty,73,195,FR,Columbia,MO,Nebraska,3.33,0,6,84665104,Criminal Justice
Dedrick Young II,73,235,JR,Peoria,AZ,Nebraska,1.77,0,14,331276462,Economics
Eric Lee Jr.,73,195,SO,Milton,MA,Nebraska,3.31,0,5,173468279,Creative Writing
Mohamed Barry,73,230,SO,Grayson,GA,Nebraska,2.19,0,12,173806747,Communication
Chris Jones,73,195,SR,Jacksonville,FL,Nebraska,3.27,0,4,912872650,English 
Stanley Morgan Jr.,73,195,JR,New Orleans,LA,Nebraska,3.49,0,10,209380821,Economics
DaiShon Neal,79,275,SO,Houston,TX,Nebraska,3.33,0,3,625663596,Chemical Engineering
Keyan Williams,70,195,JR,New Orleans,LA,Nebraska,3.59,0,1,781858626,History
Joshua Kalu,73,195,SR,Houston,TX,Nebraska,3.69,0,4,109212096,Labor Studies
JD Spielman,69,180,FR,Eden Prairie,MN,Nebraska,2.47,0,7,741848588,Animal Science
Austin Allen,80,210,FR,Aurora,NE,Nebraska,2.92,0,3,209361485,Exercise Science
Boaz Joseph,73,200,SR,Weston,FL,Nebraska,3.89,0,2,969424656,Nutrition
Luke Gifford,75,235,JR,LINCOLN,NE,Nebraska,1.96,0,13,454075789,Industrial Engineering
Patrick O'Brien,76,230,FR,San Juan Capistrano,CA,Nebraska,3.26,0,0,655819688,English 
JoJo Domann,73,205,SO,Colorado Springs,CO,Nebraska,2.26,0,3,979671872,Business
Tanner Lee,76,220,JR,Destrehan,LA,Nebraska,3.07,0,4,174792957,Psychology
Tristan Gebbia,75,180,FR,Calabasas,CA,Nebraska,3.28,0,3,791497623,Geography
De'Mornay Pierson-El,69,190,SR,Alexandria,VA,Nebraska,2.92,0,5,186082179,History
Avery Roberts,73,230,FR,Wilmington,DE,Nebraska,1.56,0,14,70210535,Labor Studies
Andrew Bunch,73,200,SO,Thompsons Station,TN,Nebraska,3.2,0,4,926857473,ITI
Ethan Cox,71,175,FR,Blair,NE,Nebraska,3.82,1,3,192179611,Public Policy
Antonio Reed,74,210,JR,Memphis,TN,Nebraska,2.68,0,6,593961818,Sports Management
Sedrick King,76,245,JR,Plant City,FL,Nebraska,2.11,0,13,903190465,Gender Studies
Tre Bryant,71,200,SO,--,--,Nebraska,2.21,0,10,247158975,Political Science
Guy Thomas,75,200,FR,Miami,FL,Nebraska,1.62,0,13,933734754,Sports Management
Marquel Dismuke,74,195,FR,Calabasas,CA,Nebraska,3.92,0,4,866503740,Communication
Mikale Wilbon,69,200,JR,Chicago,IL,Nebraska,2.33,0,12,112263453,Geography
Alex Davis,77,255,SO,Riviera Beach,FL,Nebraska,1.87,0,14,987986818,Computer Engineering
Devine Ozigbo,73,230,JR,Sachse,TX,Nebraska,2.32,0,11,306265330,Economics
Dicaprio Bootle,70,185,FR,Miami,FL,Nebraska,4,0,2,829703172,Sports Management
Austin Rose,73,225,JR,LINCOLN,NE,Nebraska,2.34,0,7,527296193,Sports Management
Sean Lambert,73,205,FR,Fremont,NE,Nebraska,2.08,0,8,873406545,Gender Studies
Aaron Williams,71,190,JR,Atlanta,GA,Nebraska,2.42,0,3,111394618,Creative Writing
Thomas Connely,71,225,JR,Kearney,NE,Nebraska,1.55,0,11,576468072,Sports Management
Kieron Williams,73,195,SR,Shreveport,LA,Nebraska,3.21,0,3,389653036,Sociology
Eli Sullivan,74,200,FR,Longmont,CO,Nebraska,2.82,0,3,503761058,Economics
Adam Taylor,74,210,SR,Katy,TX,Nebraska,2.8,0,11,778972951,Exercise Science
Ben Miles,73,210,FR,Baton Rouge,LA,Nebraska,2.2,0,13,459281321,Nutrition
Quayshon Alexander,75,245,FR,Prospect Park,NJ,Nebraska,1.26,0,14,3092486,Animal Science
Bo Kitrell,73,235,JR,Ashland,NE,Nebraska,2.05,0,6,228705474,Psychology
Kade Warner,73,200,FR,Scottsdale,AZ,Nebraska,2.03,0,5,617520156,ITI
Conor Young,74,180,SO,Cozad,NE,Nebraska,2.49,0,5,278772519,Sports Management
Tanner Hass,73,200,FR,West Point,NE,Nebraska,2.63,0,12,858355204,Mechanical Engineering
Pernell Jefferson,74,235,FR,New Orleans,LA,Nebraska,1.98,0,15,228327904,Electrical Engineering
Jaylin Bradley,73,180,FR,Bellevue,NE,Nebraska,3.57,0,8,764995910,Psychology
Willie Hampton,73,225,FR,Plantation,FL,Nebraska,2.02,0,14,795177636,Finance
Dylan Reynolds,73,170,FR,Broken Bow,NE,Nebraska,2.5,0,6,406745328,Business
Drew Brown,71,200,SR,Southlake,TX,Nebraska,4,0,0,889858761,Civil Engineering
Caleb Lightbourn,75,235,SO,Washougal,WA,Nebraska,4,0,0,489732720,English 
Jeremiah Stovall,71,185,SO,Omaha,NE,Nebraska,3.57,1,3,958972443,Exercise Science
Christian Banker,73,185,FR,Omaha,NE,Nebraska,2.71,0,7,844716503,Theater
Spencer Jordan,74,210,FR,Omaha,NE,Nebraska,2.79,0,13,742160671,Civil Engineering
Reid Karel,75,205,SO,Seward,NE,Nebraska,2.96,0,4,857070191,Communication
Wyatt Mazour,69,190,SO,Albion,NE,Nebraska,2.88,0,10,72942044,Theater
Damian Jackson,73,245,FR,Las Vegas,NV,Nebraska,2.77,0,10,787731393,Music
Harrison Jordan,70,240,SR,Omaha,NE,Nebraska,3.02,0,13,244285723,Dance
Cole Frahm,77,210,FR,Omaha,NE,Nebraska,3.98,0,0,608467722,Communication
Grant Jordan,74,205,FR,Omaha,NE,Nebraska,1.73,0,13,679992375,ITI
Brandon Robbins,70,190,FR,Bellevue,NE,Nebraska,3.41,0,4,914749042,Finance
Jose Marquez,70,195,FR,Crete,NE,Nebraska,2.04,0,5,611014125,Civil Engineering
Luke McNitt,74,250,SR,Kearney,NE,Nebraska,2.26,0,12,231150335,Exercise Science
Cody Liske,73,200,FR,Bennington,NE,Nebraska,2.71,0,13,567163963,Industrial Engineering
Tyrin Ferguson,74,225,SO,New Orleans,LA,Nebraska,2.56,0,11,26710422,Exercise Science
Todd Honas,71,195,FR,Aurora,NE,Nebraska,3.2,0,6,434048391,History
Mick Stoltenberg,77,305,JR,Gretna,NE,Nebraska,3.62,0,3,260822667,Nutrition
Ty Chaffin,77,200,FR,Burwell,NE,Nebraska,2.58,0,6,375040515,Labor Studies
A.J. Natter,77,260,SR,Milton,WI,Nebraska,2.76,0,5,116882462,Sports Management
Branden Hohenstein,76,220,FR,Jackson,NE,Nebraska,2.98,0,4,516469341,Communication
Matt Jarzynka,76,260,JR,Loup City,NE,Nebraska,2,0,8,332709554,Communication
Erik Evans,75,265,SR,Waverly,NE,Nebraska,3.65,0,5,868510206,ITI
Austin Hemphill,70,225,SO,Gretna,NE,Nebraska,2.51,1,13,507934711,Chemical Engineering
Chris Weber,75,240,SR,Omaha,NE,Nebraska,2.08,1,12,609933261,Creative Writing
John Raridon,76,290,FR,West Des Moines,IA,Nebraska,3.9,0,0,65184713,Computer Engineering
Matt Watts,76,285,SR,Stockton,CA,Nebraska,3.79,0,3,965234496,Economics
Andrew Ward,73,200,FR,Muskegon,MI,Nebraska,3.07,0,9,895829667,ITI
Jordan Ober,73,225,JR,Las Vegas,NV,Nebraska,3.42,0,1,631686356,Business
Jordan Paup,76,230,FR,Central City,NE,Nebraska,2,0,11,723339863,Psychology
Chris Walker,80,275,FR,LINCOLN,NE,Nebraska,3.52,0,2,244563267,Psychology
Boe Wilson,75,295,FR,Lee's Summit,MO,Nebraska,3.03,0,0,870795572,Communication
Jacob Weinmaster,73,215,SO,Loveland,CO,Nebraska,2.3,0,14,480152430,Communication
Joel Lopez,74,280,SR,Saint Charles,IL,Nebraska,2.89,0,4,349529724,Exercise Science
Jake Kitten,74,300,FR,Santee,CA,Nebraska,2.48,0,1,766672375,Economics
Bryan Brokop,77,295,FR,New Lenox,IL,Nebraska,3.57,0,2,231538866,Exercise Science
Cole Conrad,77,300,JR,Fremont,NE,Nebraska,1.97,0,13,162659507,English 
Tanner Farmer,76,305,JR,Highland,IL,Nebraska,2.3,0,15,953016808,Geography
Christian Gaylord,78,300,SO,Baldwin City,KS,Nebraska,3.13,0,4,303429982,Psychology
Jerald Foster,75,310,JR,LINCOLN,NE,Nebraska,2.7,0,2,357190176,Exercise Science
Nick Gates,77,295,JR,Las Vegas,NV,Nebraska,3.59,0,0,79996822,Animal Science
Matt Sichterman,77,270,FR,Cincinnati,OH,Nebraska,3.6,0,0,309415825,Labor Studies
Matt Farniok,78,315,FR,Sioux Falls,SD,Nebraska,3.15,0,3,904412013,English 
Broc Bando,77,295,FR,LINCOLN,NE,Nebraska,3.56,0,0,536632354,Criminology
Jalin Barnett,76,315,SO,Lawton,OK,Nebraska,3.22,0,1,110437761,Labor Studies
Fyn Anderson,75,275,SO,LINCOLN,NE,Nebraska,2.82,0,5,360109370,Economics
Trent Hixson,76,260,FR,Omaha,NE,Nebraska,3.62,0,3,248838105,Industrial Engineering
Brenden Jaimes,77,250,FR,Austin,TX,Nebraska,2.81,0,0,736772882,Sports Management
Hunter Miller,77,275,FR,Stromsburg,NE,Nebraska,2.68,0,2,486689379,Computer Engineering
Dylan Owen,77,260,JR,Westchester,NY,Nebraska,4,0,1,843911850,Geography
David Knevel,81,315,SR,Brantford,ON,Nebraska,3.39,0,2,703913177,Public Policy
Michael Decker,76,305,SO,Omaha,NE,Nebraska,3.39,0,2,476668328,Creative Writing
Brett Classen,74,200,SR,Medina,MN,Nebraska,2.01,0,6,402379538,Sports Management
Gabe Rahn,73,195,SR,Le Mars,IA,Nebraska,3.03,0,7,201748318,Finance
Kurt Rafdal,79,230,FR,Carmel,IN,Nebraska,3.06,0,6,547455014,Psychology
David Engelhaupt,75,240,FR,Norfolk,NE,Nebraska,2.18,0,7,849004106,Labor Studies
Bryan Reimers,77,210,JR,LINCOLN,NE,Nebraska,2.19,0,8,592579293,Creative Writing
Matt Snyder,77,240,SO,San Ramon,CA,Nebraska,2.84,0,9,837674902,Sports Management
Jack Stoll,76,245,FR,Lone Tree,CO,Nebraska,3.17,0,6,910251601,Criminal Justice
Tyler Hoppes,76,245,SR,LINCOLN,NE,Nebraska,3.41,0,4,502416113,Communication
Connor Ketter,77,245,SR,Norfolk,NE,Nebraska,2.75,0,6,543393167,Political Science
Ben Lingenfelter,77,265,FR,Cherokee,IA,Nebraska,2.62,0,4,299807626,History
Jackson Walker,76,250,JR,Overland Park,KS,Nebraska,3.94,0,0,784040566,ITI
Freedom Akinmoladun,76,280,JR,Grandview,MO,Nebraska,3.5,0,6,861005123,Communication
Chase Urbach,75,200,SO,Grosse Pointe,MI,Nebraska,4,0,1,954111512,Labor Studies
Damion Daniels,74,310,FR,Dallas,TX,Nebraska,3.07,0,7,852789030,ITI
Khalil Davis,74,290,SO,Blue Springs,MO,Nebraska,2.89,0,4,42158939,Communication
Kramer Rath,73,175,SR,LINCOLN,NE,Nebraska,3.21,0,0,878744862,Sports Management
Ben Stille,77,255,FR,Ashland,NE,Nebraska,2.11,0,13,815961923,Labor Studies
Carlos Davis,74,295,SO,Blue Springs,MO,Nebraska,2.52,0,4,62573654,Industrial Engineering
Deontre Thomas,75,280,FR,Mustang,OK,Nebraska,3.08,0,8,606313416,Sports Management
Isaac Armstrong,71,200,SO,LINCOLN,NE,Nebraska,3.68,0,0,443907846,Civil Engineering
Collin Miller,75,235,FR,Fishers,IN,Nebraska,2.17,0,13,518151157,Exercise Science
Peyton Newell,75,295,JR,Hiawatha,KS,Nebraska,3.55,0,4,247534064,Computer Engineering
Rodney Smith,71,209,JR,Jonesboro,GA,Minnesota,3.19,0,10,325236411,Gender Studies
Jacob Huff,71,207,JR,Bolingbrook,IL,Minnesota,2.99,1,6,246339905,Geography
Chris Autman-Bell,73,193,FR,Kankakee,IL,Minnesota,2.43,3,6,129276951,Mechanical Engineering
Jerry Gibson,75,260,JR,Theodore,AL,Minnesota,3.16,0,7,352792389,Sports Management
Adekunle Ayinde,73,210,SR,Blaine,MN,Minnesota,2.95,0,5,63995042,Sports Management
Trenton Guthrie,75,217,FR,Northville,MI,Minnesota,3.32,0,11,2280519,Criminology
Melvin Holland Jr.,75,206,JR,Ashburn,VA,Minnesota,2.47,4,10,121117024,Business
Tyler Johnson,74,190,SO,Minneapolis,MN,Minnesota,2.4,2,9,921684439,Exercise Science
Chris Williamson,71,191,JR,Gainesville,GA,Minnesota,2.92,0,5,883216880,Dance
Ken Handy-Holly,74,202,FR,Jackson,AL,Minnesota,3.33,0,3,271965206,Public Policy
Duke McGhee,73,211,SR,Decatur,GA,Minnesota,3.58,0,2,962064027,Exercise Science
Mark Williams,73,195,FR,Gainestown,AL,Minnesota,2.63,0,5,741802100,Labor Studies
Eric Carter,71,193,SR,Lakeland,FL,Minnesota,2.74,0,4,238975962,Sports Management
Demry Croft,77,205,SO,Rockford,IL,Minnesota,2.5,0,5,78448743,Creative Writing
Antoine Winfield Jr.,70,204,SO,The Woodlands,TX,Minnesota,2.88,1,3,554553531,Exercise Science
Cody Poock,74,229,SR,Okoboji,IA,Minnesota,1.88,5,10,769569390,Dance
Jonathan Celestin,73,232,SR,Jonesboro,GA,Minnesota,1.66,1,13,433093935,Economics
Tanner Morgan,74,205,FR,Union,KY,Minnesota,3.38,3,5,961247308,Economics
Zo Craighton,73,206,SO,Geismar,LA,Minnesota,3.2,0,3,510637736,Finance
Jaran Roste,75,234,FR,Alexandria,MN,Minnesota,3.68,0,4,794871183,Sociology
Conor Rhoda,75,225,SR,Eagan,MN,Minnesota,3.19,3,3,527746787,Dance
Everett Williams,73,244,JR,Mansfield,TX,Minnesota,2.21,2,12,140448681,Economics
Coney Durr,70,191,SO,Baton Rouge,LA,Minnesota,2.69,0,6,452948171,Labor Studies
Rey Estes,73,163,FR,East Saint Louis,IL,Minnesota,4,1,5,539795855,Economics
Seth Green,76,229,FR,Woodbury,MN,Minnesota,3.02,0,3,776307875,Criminology
Ryan Santoso,78,258,SR,Pace,FL,Minnesota,4,2,0,988546705,Communication
Clay Geary,70,191,FR,Lakeville,MN,Minnesota,2.71,1,8,361324991,Theater
Gary Moore,76,287,JR,Mobile,AL,Minnesota,3.69,2,2,23203480,Communication
Samuel Pickerign,76,224,FR,Alpharetta,GA,Minnesota,3.65,4,2,349485724,Communication
Hunter Register,77,214,SO,Lafayette,LA,Minnesota,2.71,0,5,320031172,Computer Engineering
Julian Huff,73,225,JR,Bolingbrook,IL,Minnesota,2.74,1,14,22393888,Dance
Kamal Martin,75,229,SO,Burnsville,MN,Minnesota,1.51,3,12,982621238,Mechanical Engineering
Kobe McCrary,73,240,SR,Chipley,FL,Minnesota,2.45,2,7,377635389,Economics
Adam Beck,74,185,FR,Richmond,TX,Minnesota,2.96,1,6,222048501,Criminology
Shannon Brooks,73,213,JR,Atlanta,GA,Minnesota,1.16,1,11,35090532,Finance
Drew Hmielewski,73,204,FR,Marshall,MN,Minnesota,3.95,0,4,363994292,Civil Engineering
Phillip Howard,71,187,FR,Minneapolis,MN,Minnesota,3.72,0,5,870632836,Industrial Engineering
Payton Jordahl,74,230,JR,Perham,MN,Minnesota,4,4,0,543837129,Creative Writing
Justus Harris,70,174,FR,Roswell,GA,Minnesota,3.65,1,8,949836557,Sports Management
Paul Gossage,75,175,SO,Mokena,IL,Minnesota,3.15,0,6,111770926,Sports Management
Calvin Swenson,73,209,FR,Kaukauna,WI,Minnesota,1.94,0,9,41595753,Civil Engineering
Jonathan Femi-Cole,73,228,SO,Vaughan,ON,Minnesota,3.23,0,7,894062660,Geography
Jack Leius,73,189,SO,Plymouth,MN,Minnesota,3.52,1,5,713133399,Biology
Mohamed Ibrahim,70,205,FR,Olney,MD,Minnesota,3.25,0,4,555790095,Gender Studies
Jon Santaga,73,192,FR,Green Bay,WI,Minnesota,2.46,0,4,253916082,Economics
Dominik London,69,200,FR,Woodbury,MN,Minnesota,2.55,0,6,173503771,Geography
Kiondre Thomas,73,188,FR,Fort Smith,AR,Minnesota,3.28,2,4,171555267,Communication
Mike Delich,71,217,FR,Apple Valley,MN,Minnesota,2.17,1,8,294597785,Sports Management
Grant Ryerse,74,203,FR,Woodbury,MN,Minnesota,3.78,1,0,724398254,Music
Logan McElfresh,73,214,JR,Brainerd,MN,Minnesota,3,2,0,588569137,English 
Antonio Shenault,71,192,JR,Roselle,IL,Minnesota,2.54,2,4,943343850,Chemical Engineering
Jaylen Waters,75,247,SO,Killeen,TX,Minnesota,2.24,4,10,948672479,Communication
Blake Cashman,74,230,JR,Eden Prairie,MN,Minnesota,2.78,0,10,867619767,Economics
Casey O'Brien,73,176,FR,Saint Paul,MN,Minnesota,2.81,2,3,363884594,Exercise Science
John Mack,73,193,FR,Hartland,WI,Minnesota,3.9,2,0,86893813,Economics
Emmit Carpenter,73,199,JR,Green Bay,WI,Minnesota,3.66,1,0,513998571,Dance
Trey Hansen,74,215,SO,Cedar Falls,IA,Minnesota,2.94,0,1,45379896,Communication
Nathan Bursch,77,255,FR,Woodbury,MN,Minnesota,3.11,1,1,996249360,Labor Studies
Alex Strazzanti,74,194,FR,Chaska,MN,Minnesota,3.68,0,2,672728092,Exercise Science
Thomas Barber,73,233,SO,Plymouth,MN,Minnesota,2.36,4,9,224022726,Public Policy
Justin Juenemann,73,175,SR,Phillipsburg,KS,Minnesota,3.09,1,0,569279151,Criminal Justice
Ko Kieft,76,250,FR,Sioux Center,IA,Minnesota,3.7,0,7,815703142,Exercise Science
Bailey Schoenfelder,75,225,FR,Huron,SD,Minnesota,3.27,2,11,243960192,Labor Studies
Colton Beebe,75,268,SO,Kansas City,KS,Minnesota,2.66,0,6,519516485,Labor Studies
Tommy Fuller,70,190,FR,Eden Prairie,MN,Minnesota,3.05,0,4,506244769,Economics
Carter Coughlin,76,225,SO,Eden Prairie,MN,Minnesota,2.2,2,12,168715015,Economics
Winston DeLattiboudere,75,247,SO,Baltimore,MD,Minnesota,2.71,1,4,325585621,Psychology
Jacob Herbers,74,215,SO,Battle Creek,MI,Minnesota,3.64,0,0,957780856,Nutrition
Jake Paulson,76,258,FR,Louisville,KY,Minnesota,2.87,0,8,423594553,Theater
Danny Anderson,73,212,FR,Eden Prairie,MN,Minnesota,1.98,0,14,499034036,Gender Studies
Austin Schirck,77,276,FR,Carroll,IA,Minnesota,2.85,1,6,725345906,Communication
Vincent Magana,75,287,JR,South Holland,IL,Minnesota,2.68,1,2,487899296,Exercise Science
Eric Rousemiller,76,310,FR,Lakeville,MN,Minnesota,2.81,2,2,315977500,Computer Science
Joe Russell,74,194,FR,Shoreview,MN,Minnesota,2.52,0,11,175017162,Communication
Quinn Oseland,78,305,SO,Springfield,IL,Minnesota,2.9,1,2,730887831,Labor Studies
Connor Novak-Goar,74,280,SO,Eden Prairie,MN,Minnesota,2.99,0,3,265247193,Finance
John Michael Schmitz,76,286,FR,Flossmoor,IL,Minnesota,2.87,2,2,719570626,Communication
Bronson Dovich,77,298,SO,Chaska,MN,Minnesota,3,0,1,278406881,Exercise Science
Jared Weyler,76,296,JR,Dayton,OH,Minnesota,3.14,0,2,645450509,Geography
Conner Olson,77,297,FR,Monticello,MN,Minnesota,4,0,0,690786547,Computer Engineering
Axel Ruschmeyer,76,281,FR,Hutchinson,MN,Minnesota,3.91,0,2,67069318,Sports Management
Boye Mafe,76,232,FR,Minnetonka,MN,Minnesota,2.16,1,4,971155034,Animal Science
Sam Schlueter,78,298,FR,Victoria,MN,Minnesota,3.03,2,3,757741365,Communication
Ben Davis,76,274,SO,Elk Grove,CA,Minnesota,4,0,0,868165688,Creative Writing
Donnell Greene,79,314,JR,Marietta,GA,Minnesota,3.09,0,2,400810803,Sociology
Nick Connelly,79,300,SO,Red Wing,MN,Minnesota,3.69,0,1,386131244,Business
Noah Kuehn,78,305,SO,Eagan,MN,Minnesota,3.3,1,3,393980044,Industrial Engineering
Malcolm Robinson,75,290,FR,Massillon,OH,Minnesota,2.67,2,6,906139949,Animal Science
Kyle Sassack,79,283,FR,Pontiac,MI,Minnesota,3.31,1,1,992982465,Communication
Vincent Calhoun,76,320,SR,Roswell,GA,Minnesota,2.94,4,5,164020747,Labor Studies
Blaise Andries,77,313,FR,Marshall,MN,Minnesota,3.38,3,2,884191038,Sports Management
Garrison Wright,76,319,SR,Beattie,KS,Minnesota,4,0,1,328146130,Gender Studies
Nate Wozniak,82,280,SR,Greenwood,IN,Minnesota,3.53,0,5,698410135,Exercise Science
Brock Annexstad,74,198,FR,Saint Peter,MN,Minnesota,2.88,1,4,179550426,Computer Engineering
Demetrius Douglas,73,181,FR,Portland,OR,Minnesota,2.91,1,6,889007705,Exercise Science
Harry Van Dyne,77,185,FR,Stilwell,KS,Minnesota,2.51,2,3,413410240,Exercise Science
Will Reger,75,204,JR,Burnsville,MN,Minnesota,1.33,0,10,561314126,Industrial Engineering
Bryce Witham,76,257,SO,Grand Rapids,MI,Minnesota,3.24,0,4,718977207,Political Science
Brandon Lingen,77,254,SR,Wayzata,MN,Minnesota,3.12,4,7,561322940,Economics
Yale Van Dyne,75,205,FR,Overland Park,KS,Minnesota,2.82,0,4,370622908,Labor Studies
Rashad Still,77,214,JR,El Paso,TX,Minnesota,2.97,0,6,861885262,Biology
Matt Morse,73,198,SO,Apple Valley,MN,Minnesota,2.97,0,5,26805097,English 
Nate Umlor,77,269,FR,Allendale,MI,Minnesota,2.71,2,5,539090516,Communication
Sam Renner,76,259,SO,Maple Grove,MN,Minnesota,4,0,3,664006544,Criminology
Noah Hickcox,76,280,FR,Rockford,IL,Minnesota,2.88,0,4,275255123,Sports Management
Tai'yon Devers,76,229,SO,Pompano Beach,FL,Minnesota,3.13,2,3,888994257,Sports Management
Merrick Jackson,74,316,SR,East Saint Louis,IL,Minnesota,3.12,0,6,193415692,Dance
Quinn Coughlin,75,238,FR,Eden Prairie,MN,Minnesota,2,0,6,860426521,Labor Studies
Esezi Otomewo,78,240,FR,Indianapolis,IN,Minnesota,3.52,0,7,120147472,Electrical Engineering
Steven Richardson,73,292,SR,Chicago,IL,Minnesota,2.43,1,6,884024269,Sports Management
Royal Silver,75,292,JR,Cedar Rapids,IA,Minnesota,3.86,4,6,660978587,History
O.J. Smith,74,309,JR,Bossier City,LA,Minnesota,3.57,0,5,377563408,Labor Studies
Clayton Witherspoon,76,235,FR,Eden Prairie,MN,Minnesota,2.92,2,4,793668326,Economics
Andrew Stelter,76,298,SR,Owatonna,MN,Minnesota,2.25,2,3,969606050,Labor Studies
Johnnie Dixon,71,195,JR,West Palm Beach,FL,Ohio State,1.84,0,8,702146136,Industrial Engineering
Jeffrey Okudah,73,193,FR,Grand Prairie,TX,Ohio State,3.61,0,2,511030315,Gender Studies
J.K. Dobbins,70,208,FR,La Grange,TX,Ohio State,2.9,3,8,793814262,Communication
Chase Young,77,240,FR,Upper Marlboro,MD,Ohio State,2.05,0,7,408785585,Economics
Damon Arnette,73,195,SO,Fort Lauderdale,FL,Ohio State,3.32,0,3,712362499,Political Science
Jordan Fuller,74,207,SO,Norwood,NJ,Ohio State,3.05,2,2,775062476,Sports Management
Baron Browning,76,230,FR,Fort Worth,TX,Ohio State,1.65,1,13,494030090,Labor Studies
Kory Curtis,76,230,FR,Cape Coral,FL,Ohio State,2.76,1,3,852247316,Computer Engineering
Sam Hubbard,77,265,JR,Cincinnati,OH,Ohio State,2.51,0,10,915508835,English 
Dwayne Haskins,75,214,FR,Potomac,MD,Ohio State,3.61,0,1,544885842,Chemical Engineering
Damon Webb,71,195,SR,Detroit,MI,Ohio State,2.5,2,4,347478986,Economics
Trevon Grimes,76,202,FR,Fort Lauderdale,FL,Ohio State,2.51,1,7,451309175,Exercise Science
Kendall Sheffield,73,183,SO,Missouri City,TX,Ohio State,3.25,0,4,348255512,Economics
Jashon Cornell,75,280,SO,St. Paul,MN,Ohio State,3.39,0,4,838030686,Computer Science
Binjimen Victor,76,195,SO,Pompano Beach,FL,Ohio State,2.84,5,2,811280455,Sociology
Joe Burrow,75,215,SO,The Plains,OH,Ohio State,2.12,0,3,392987288,Economics
Amir Riep,71,183,FR,Cincinnati,OH,Ohio State,3.43,5,1,577364333,Communication
Jalyn Holmes,77,270,SR,Norfolk,VA,Ohio State,4,0,2,359515362,Sports Management
Austin Mack,74,215,SO,Fort Wayne,IN,Ohio State,2.98,3,7,332562661,Exercise Science
Denzel Ward,70,191,JR,Macedonia,OH,Ohio State,3.47,3,6,238192825,Sports Management
Rashod Berry,76,260,SO,Lorain,OH,Ohio State,2.74,3,7,719823618,Communication
Trevon Forte,68,185,SR,Youngstown,OH,Ohio State,2.93,0,5,873828033,Labor Studies
K.J. Hill,73,198,SO,Little Rock,AR,Ohio State,3.51,0,3,996941966,Exercise Science
Isaiah Pryor,74,195,FR,Lawrenceville,GA,Ohio State,3.58,1,2,616236331,Communication
Wayne Davis,70,193,FR,Norfolk,VA,Ohio State,3.43,0,3,563127728,Mechanical Engineering
Jaylen Harris,77,205,FR,Cleveland,OH,Ohio State,2.68,2,6,235034262,Labor Studies
J.T. Barrett,74,220,SR,Wichita Falls,TX,Ohio State,3.16,1,4,789084265,Business
Keandre Jones,74,225,SO,Olney,MD,Ohio State,2.3,1,13,392756851,Sports Management
Jerome Baker,73,225,JR,Cleveland,OH,Ohio State,1.59,2,11,118704878,Labor Studies
Jonathon Cooper,75,248,FR,Gahanna,OH,Ohio State,3.19,2,2,775757623,Sports Management
Tate Martell,71,205,FR,Las Vegas,NV,Ohio State,3.38,0,3,723640742,Industrial Engineering
Eric Glover-Williams,69,180,JR,Canton,OH,Ohio State,3.05,0,9,955702078,Political Science
Elijaah Goins,73,200,SR,Concord,NC,Ohio State,2.3,1,8,618786975,Computer Science
Jake Metzer,75,220,SO,Doylestown,PA,Ohio State,2.98,1,0,473046143,Exercise Science
Pete Werner,75,215,FR,Indianapolis,IN,Ohio State,2.57,1,13,763932125,ITI
Parris Campbell,73,208,JR,Akron,OH,Ohio State,3.84,2,7,39700256,Economics
Marcus Williamson,70,180,FR,Westerville,OH,Ohio State,2.89,3,2,843327095,Computer Engineering
Michael Hartway,75,206,FR,Columbus,OH,Ohio State,2.76,3,5,660511476,Communication
Jahsen Wint,70,196,FR,Brooklyn,NY,Ohio State,3.71,2,2,551225430,Labor Studies
Kierre Hawkins,75,248,FR,Maple Heights,OH,Ohio State,3.02,0,7,671266062,Public Policy
Shaun Wade,73,185,FR,Jacksonville,FL,Ohio State,3.36,0,6,538290679,Sports Management
Mike Weber,70,214,SO,Detroit,MI,Ohio State,2.3,1,10,110201356,Theater
Brendon White,74,210,FR,Powell,OH,Ohio State,1.64,0,5,701700707,Labor Studies
Antonio Williams,71,208,SO,New London,NC,Ohio State,2.5,1,7,11430382,Sports Management
Jack Hamilton,70,181,FR,Dublin,OH,Ohio State,2.23,0,5,492831932,Creative Writing
Jordan Leasure,73,215,SO,Amanda,OH,Ohio State,3.19,4,7,487910774,Exercise Science
Kevin Dever,73,186,FR,Cleveland,OH,Ohio State,2.73,2,5,535481828,Communication
Jared Drake,73,225,JR,Westerville,OH,Ohio State,2.62,0,12,541264983,Gender Studies
Demario McCall,69,195,FR,North Ridgeville,OH,Ohio State,1.91,0,12,985121026,Nutrition
Tuf Borland,73,229,FR,Bolingbrook,IL,Ohio State,2.35,1,13,753836720,Electrical Engineering
Jeremiah Knight,70,196,FR,Jefferson,OH,Ohio State,2.31,3,10,219352640,Communication
Dante Booker,75,240,SR,Akron,OH,Ohio State,2.16,4,12,645825960,Computer Science
Garyn Prater,77,200,FR,Cincinnati,OH,Ohio State,3.48,0,5,386379259,Geography
